"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding GST order received from Assistant Commissioner of Commercial Taxes (Audit), Karnataka.","31-Mar-2024 12:36:00","2024-03-31 12:36:00","31-Mar-2024 12:36:05","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_31032024123600_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding GST order received from Deputy Commissioner of State Tax, Gujarat.","16-Mar-2024 18:06:48","2024-03-16 18:06:48","16-Mar-2024 18:06:52","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_16032024180648_Zomatointiamtiongst.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","15-Mar-2024 22:53:44","2024-03-15 22:53:44","15-Mar-2024 22:53:51","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_15032024225344_ZomatoTradingwindowinimation.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about schedule of investor meet","21-Feb-2024 12:03:22","2024-02-21 12:03:22","21-Feb-2024 12:03:28","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_21022024120322_ZomatoInvestormeet.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding initiation of liquidation of  Zomato Malaysia Sdn. Bhd, step down subsidiary of the Company","15-Feb-2024 23:09:06","2024-02-15 23:09:06","15-Feb-2024 23:09:11","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_15022024230906_Zomatointimationmalaysia.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed exchange about transcript of earnings call held on February 8, 2024","15-Feb-2024 15:18:10","2024-02-15 15:18:10","15-Feb-2024 15:18:17","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_15022024151810_Transcriptsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the exchange about extract of newspaper publication of financial results for the quarter and nine months ended December 31, 2023","10-Feb-2024 21:58:25","2024-02-10 21:58:25","10-Feb-2024 21:58:31","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_10022024215825_NewspaperAdfiling.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about link of audio recording of earnings conference call","08-Feb-2024 19:47:24","2024-02-08 19:47:24","08-Feb-2024 19:47:31","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_08022024194724_Audiorecodringintimationupdated.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has filed with the exchange shareholders letter.","08-Feb-2024 15:11:17","2024-02-08 15:11:17","08-Feb-2024 15:11:25","00:00:08","https://nsearchives.nseindia.com/corporate/ZOMATO_08022024151117_Zomatoshareholderslettersigned.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended December 31, 2023.","08-Feb-2024 15:05:40","2024-02-08 15:05:40","08-Feb-2024 15:05:44","00:00:04","https://nsearchives.nseindia.com/corporate/ZomatoResultssignedfinal_08022024150540.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the exchange regarding allotment of securities approved by the nomination and remuneration committee in its meeting held today pursuant to exercise of stock options","08-Feb-2024 13:01:27","2024-02-08 13:01:27","08-Feb-2024 13:01:31","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_08022024130127_ZomatoIntimationESOPSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding liquidation of Zomato Vietnam Company Limited., step down subsidiary of the Company.","07-Feb-2024 20:41:57","2024-02-07 20:41:57","07-Feb-2024 20:42:03","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_07022024204157_ZomatoIntimationVietnamSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding liquidation of Lunchtime.cz s.r.o., step down subsidiary of the Company.","07-Feb-2024 20:38:32","2024-02-07 20:38:32","07-Feb-2024 20:38:39","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_07022024203833_ZomatoIntimationLunchtimeSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange that Company will hold its earnings conference call on Thursday, February 8, 2024 at 5:00 PM IST, to discuss the financial results of the Company for the quarter and nine months ended December 31, 2023.","01-Feb-2024 16:08:33","2024-02-01 16:08:33","01-Feb-2024 16:08:43","00:00:10","https://nsearchives.nseindia.com/corporate/ZOMATO_01022024160833_ZomatoIntimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed  exchange that Zomato Payments Private Limited, wholly owned subsidiary, has been granted certificate of authorization from RBI to operate as an  Online Payment Aggregator  w.e.f. January 24, 2024'.","25-Jan-2024 15:16:24","2024-01-25 15:16:24","25-Jan-2024 15:16:30","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_25012024151625_ZPPLINtimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has filed with the exchange about certificate under Regulation 74 SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended December 31, 2023","12-Jan-2024 16:11:07","2024-01-12 16:11:07","12-Jan-2024 16:11:13","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_12012024161107_ZomatoIntimatio745Signed.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the exchange regarding grant of stock options pursuant to the approval of nomination and remuneration committee","11-Jan-2024 16:51:26","2024-01-11 16:51:26","11-Jan-2024 16:51:32","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_11012024165126_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding initiation of liquidation of its step down subsidiary Zomato Vietnam Company Limited.'.","04-Jan-2024 11:17:37","2024-01-04 11:17:37","04-Jan-2024 11:17:42","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_04012024111737_IntimationofLiquidationVietnam.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding initiation of liquidation of its step down subsidiary Gastronauci SP. Z.O.O","03-Jan-2024 17:58:32","2024-01-03 17:58:32","03-Jan-2024 17:58:37","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_03012024175832_IntimationofLiquidationGastronauci.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding orders received from Sales Tax Officer, Ward 300, Delhi and Deputy Commissioner, DGSTO-4, Bengaluru, Karnataka","31-Dec-2023 17:33:22","2023-12-31 17:33:22","31-Dec-2023 17:33:28","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_31122023173322_ZomatoGSTintiamtionfinal.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding orders received from Sales Tax Officer, Ward 300, Delhi and Deputy Commissioner, DGSTO-4, Bengaluru, Karnataka","31-Dec-2023 17:28:58","2023-12-31 17:28:58","31-Dec-2023 17:29:04","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_31122023172858_ZomatoGSTintiamtionfinal.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding show cause notice received by the Company.","27-Dec-2023 23:01:31","2023-12-27 23:01:31","27-Dec-2023 23:01:36","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_27122023230132_ZomatoIntimationSCNSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","22-Dec-2023 22:20:48","2023-12-22 22:20:48","22-Dec-2023 22:20:54","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_22122023222048_InsiderTradingIntimationtostockexchange.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Clarification on news article related to acquisition of Shiprocket'.","21-Dec-2023 22:21:40","2023-12-21 22:21:40","21-Dec-2023 22:21:46","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_21122023222140_ZomatoIntimationShipSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about Schedule of meet","17-Nov-2023 19:32:29","2023-11-17 19:32:29","17-Nov-2023 19:32:36","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_17112023193229_ZomatointimationIMSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about Transcript of earnings call held on November 3, 2023","10-Nov-2023 15:22:06","2023-11-10 15:22:06","10-Nov-2023 15:22:13","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_10112023152206_Zomatointimationearningscall.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about extract of newspaper Publication - Financial Results for the quarter and half year ended September 30, 2023","05-Nov-2023 10:13:01","2023-11-05 10:13:01","05-Nov-2023 10:13:07","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_05112023101301_Zomatonewspaperpublicationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about link of audio recording of earnings conference call.","03-Nov-2023 22:07:58","2023-11-03 22:07:58","03-Nov-2023 22:08:03","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_03112023220758_Zomatoearningscallrecordingsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'shareholders letter'.","03-Nov-2023 15:00:44","2023-11-03 15:00:44","03-Nov-2023 15:00:58","00:00:14","https://nsearchives.nseindia.com/corporate/ZOMATO_03112023150044_ZomatoShareholderslettersigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'outcome of board meeting'.","03-Nov-2023 14:56:57","2023-11-03 14:56:57","03-Nov-2023 14:57:20","00:00:23","https://nsearchives.nseindia.com/corporate/ZOMATO_03112023145657_Zomatoutcomesigned.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.","03-Nov-2023 14:53:16","2023-11-03 14:53:16","03-Nov-2023 14:53:23","00:00:07","https://nsearchives.nseindia.com/corporate/Zomatoutcomesigned_03112023145316.pdf"
"ETERNAL","ETERNAL LIMITED","Allotment of Securities","Zomato Limited has informed the Exchange regarding allotment of securities pursuant to ESOP at its NRC meeting held on November 03, 2023","03-Nov-2023 13:32:49","2023-11-03 13:32:49","03-Nov-2023 13:32:55","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_03112023133249_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about schedule of investor conferences.","02-Nov-2023 19:28:59","2023-11-02 19:28:59","02-Nov-2023 19:29:06","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_02112023192859_ZomatoIntimationInvestormeetsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Company will hold its earnings conference call on Friday, November 3, 2023 at 6:00 PM IST, to discuss the financial results of the Company for the quarter and half year ended September 30, 2023.","26-Oct-2023 19:28:24","2023-10-26 19:28:24","26-Oct-2023 19:28:30","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_26102023192824_ZomatoBMIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has filed with  Exchange, certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended September 30, 2023.","13-Oct-2023 16:50:25","2023-10-13 16:50:25","13-Oct-2023 16:50:30","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_13102023165025_ZomatointimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'order passed District Consumer DisputeRedressal Forum (II) Jodhpur'.","13-Oct-2023 12:39:55","2023-10-13 12:39:55","13-Oct-2023 12:40:02","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_13102023123955_ZomatoIntimatiod.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding the grant of stock options pursuant to the approval of Nomination and Remuneration Committee","04-Oct-2023 19:10:45","2023-10-04 19:10:45","04-Oct-2023 19:10:51","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_04102023191046_ZomatoIntimationofESOP.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'liquidation of Zomato Chile SpA, wholly owned subsidiary of the Company'.","30-Sep-2023 21:18:46","2023-09-30 21:18:46","30-Sep-2023 21:18:57","00:00:11","https://nsearchives.nseindia.com/corporate/ZOMATO_30092023211846_ZomatoIntimationchile.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","23-Sep-2023 20:40:57","2023-09-23 20:40:57","23-Sep-2023 20:41:01","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_23092023204057_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange initiation of liquidation of its step down subsidiary located in Slovakia.","15-Sep-2023 18:36:36","2023-09-15 18:36:36","15-Sep-2023 18:36:54","00:00:18","https://nsearchives.nseindia.com/corporate/ZOMATO_15092023183636_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato has informed the exchange that Company has initiated liquidation of Lunchtime.cz. s.r.o., step down subsidiary of the Company located in Czech Republic","01-Sep-2023 22:02:44","2023-09-01 22:02:44","01-Sep-2023 22:02:49","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_01092023220244_ZomatoIntimationofdissolutionofLunchtime.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange about Voting results and Scrutinizer report of Annual General Meeting held on 30-Aug-2023","01-Sep-2023 11:19:00","2023-09-01 11:19:00","01-Sep-2023 11:19:10","00:00:10","https://nsearchives.nseindia.com/corporate/ZOMATO_01092023111900_VotingresultsDisclosuresigned.pdf"
"ETERNAL","ETERNAL LIMITED","Amendment to AOA/MOA","Zomato Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.","30-Aug-2023 22:38:45","2023-08-30 22:38:45","30-Aug-2023 22:38:50","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_30082023223845_ZomatoMOAAlteration.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange regarding Proceedings of  Annual General Meeting held on August 30, 2023.","30-Aug-2023 22:36:54","2023-08-30 22:36:54","30-Aug-2023 22:36:59","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_30082023223654_ZomatoAGMProceedings.pdf"
"ETERNAL","ETERNAL LIMITED","Change in Auditors","Zomato Limited has informed the Exchange regarding Change in Auditors of the company.","29-Aug-2023 18:31:14","2023-08-29 18:31:14","29-Aug-2023 18:31:18","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_29082023183114_ZomatoZHPLAppt.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding liquidation of Zomato Media Portugal, Unipessoal Lda, wholly owned subsidiary of the Company, located in Portugal.","22-Aug-2023 22:47:04","2023-08-22 22:47:04","22-Aug-2023 22:47:11","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_22082023224704_Zomatointimationport.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the exchange about transcript of earnings call held on August 3, 2023","10-Aug-2023 17:48:25","2023-08-10 17:48:25","10-Aug-2023 17:48:59","00:00:34","https://nsearchives.nseindia.com/corporate/ZOMATO_10082023174825_Earningscalltranscript.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about extract of newspaper Publication - Financial Results for the quarter ended June 30, 2023.","06-Aug-2023 20:31:06","2023-08-06 20:31:06","07-Aug-2023 00:19:22","03:48:16","https://nsearchives.nseindia.com/corporate/ZOMATO_06082023203106_NPAdQuarterlysigned.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about Newspaper Advertisement regarding 13th annual general meeting of the Company and other information.","05-Aug-2023 12:33:13","2023-08-05 12:33:13","06-Aug-2023 23:30:51","34:57:38","https://nsearchives.nseindia.com/corporate/ZOMATO_05082023123313_ZomatoPostPublicationAdSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'business responsibility and sustainability report for the financial year ended March 31, 2023.","04-Aug-2023 19:35:41","2023-08-04 19:35:41","04-Aug-2023 19:35:55","00:00:14","https://nsearchives.nseindia.com/corporate/ZOMATO_04082023193541_ZomatoBRSRCoveringSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about Copy of Newspaper Publication","04-Aug-2023 18:09:38","2023-08-04 18:09:38","04-Aug-2023 18:09:56","00:00:18","https://nsearchives.nseindia.com/corporate/ZOMATO_04082023180938_NewspaperPublicationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Shareholders meeting","Zomato Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 30, 2023","04-Aug-2023 17:17:17","2023-08-04 17:17:17","04-Aug-2023 17:17:31","00:00:14","https://nsearchives.nseindia.com/corporate/ZOMATO_04082023171717_ZomatoAGMNoticeStockExchnage.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has filed with the exchange disclosure w.r.t continuing event.","03-Aug-2023 23:13:05","2023-08-03 23:13:05","03-Aug-2023 23:13:18","00:00:13","https://nsearchives.nseindia.com/corporate/ZOMATO_03082023231305_disclosuresigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about audio recording of the earnings call dated August 3, 2023","03-Aug-2023 20:37:49","2023-08-03 20:37:49","03-Aug-2023 20:38:01","00:00:12","https://nsearchives.nseindia.com/corporate/ZOMATO_03082023203749_Earningscallsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has filed with the exchange shareholders letter dated August 3, 2023 from Deepinder Goyal, Managing Director & Chief Executive Officer of the Company and Akshant Goyal, Chief Financial Officer of the Company.","03-Aug-2023 15:28:08","2023-08-03 15:28:08","03-Aug-2023 15:28:21","00:00:13","https://nsearchives.nseindia.com/corporate/ZOMATO_03082023152808_Zomatoshareholdersletter.pdf"
"ETERNAL","ETERNAL LIMITED","Outcome of Board Meeting","Zomato Limited has informed the exchange that Board in its meeting held today approved the following:1. The un-audited financial results (standalone and consolidated) for the quarter ended June 30, 2023;2. The amendment in the policy on determination of materiality for disclosure of events or information ( Policy );3. Notice convening 13th AGM of the Company on Wednesday, August 30, 2023 at 4:30 p.m; and4. Amendments in the MOA of the Company w.r.t  cancellation of unissued authorised preference share capital of the Company and reallocation of the same to authorized equity share capital of the Company. The meeting of the Board commenced at 2:07 P.M. and concluded at 3:03 P.M.","03-Aug-2023 15:19:08","2023-08-03 15:19:08","03-Aug-2023 15:19:42","00:00:34","https://nsearchives.nseindia.com/corporate/ZOMATO_03082023151908_ZomatoOutcomeSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Financial Result Updates","Zomato Limited has submitted to the Exchange, the financial results for the period ended June 30, 2023.","03-Aug-2023 15:17:47","2023-08-03 15:17:47","03-Aug-2023 15:18:00","00:00:13","https://nsearchives.nseindia.com/corporate/ZomatoOutcomeSigned_03082023151747.pdf"
"ETERNAL","ETERNAL LIMITED","ESOP/ESOS/ESPS","Zomato Limited has informed the Exchange regarding Allotment of 25259179  Shares.","31-Jul-2023 18:58:39","2023-07-31 18:58:39","31-Jul-2023 18:58:55","00:00:16","https://nsearchives.nseindia.com/corporate/ZOMATO_31072023185839_ZomatoESOPAllotmentIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Company will hold its earnings conference call on Thursday, August 3, 2023 at 6:00 PM IST, to discuss the financial results of the Company for the quarter ended June 30, 2023","25-Jul-2023 20:17:22","2023-07-25 20:17:22","25-Jul-2023 20:17:30","00:00:08","https://nsearchives.nseindia.com/corporate/ZOMATO_25072023201722_ZomatoIntimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato has informed the exchange that Company has initiated liquidation of Zomato Media Portugal Unipessoal Lda, subsidiary of the Company located in Portugal.","21-Jul-2023 19:22:23","2023-07-21 19:22:23","21-Jul-2023 19:22:31","00:00:08","https://nsearchives.nseindia.com/corporate/ZOMATO_21072023192223_ZomatoIntimationPortugal.pdf"
"ETERNAL","ETERNAL LIMITED","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Zomato Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended June 30, 2023","14-Jul-2023 17:26:13","2023-07-14 17:26:13","14-Jul-2023 17:26:18","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_14072023172613_ZomatoIntimation74.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange that Company has initiated liquidation of PT Zomato Media Indonesia, subsidiary of the Company located in Indonesia.","05-Jul-2023 22:44:45","2023-07-05 22:44:45","05-Jul-2023 22:44:52","00:00:07","https://nsearchives.nseindia.com/corporate/ZOMATO_05072023224445_ZomatoIntimationIndonesiaf.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange that Company has received intimation yesterday regarding liquidation of Zomato NZ Media Private Limited, wholly owned subsidiary of the Company w.e.f June 22, 2023.","28-Jun-2023 15:37:13","2023-06-28 15:37:13","28-Jun-2023 15:37:17","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_28062023153713_ZomatoIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Trading Window","Zomato Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","24-Jun-2023 12:52:17","2023-06-24 12:52:17","24-Jun-2023 12:52:21","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_24062023125217_ZomatoTradingwindowintimation.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding 'Zomato Australia Pty Limited, step down subsidiary of the Company is deregistered w.e.f. June 11, 2023.'.","13-Jun-2023 22:27:10","2023-06-13 22:27:10","13-Jun-2023 22:27:15","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_13062023222710_ZomatoIntimationofdissolutionofZomatoAustralia.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the exchange regarding appointment of M/s S. R. Batliboi & Associates LLP  as statutory auditor of Zomato Hyperpure Private Limited, material subsidiary of the Company''.","09-Jun-2023 20:33:55","2023-06-09 20:33:55","09-Jun-2023 20:33:59","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_09062023203355_ZomatoHyperpureAuditorIntimation.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about schedule of meeting with group of investors","31-May-2023 20:45:55","2023-05-31 20:45:55","31-May-2023 20:45:58","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_31052023204555_ZLInvestormeetsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Annual Secretarial Compliance Report","Zomato Limited has filed with the exchange annual secretarial compliance report for the financial year ended March 31, 2023","30-May-2023 16:44:50","2023-05-30 16:44:50","30-May-2023 16:45:37","00:00:47","https://nsearchives.nseindia.com/corporate/ZOMATO_30052023164450_ZomatoSecretarialCompliance.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about Transcript of the earnings conference call held on May 19, 2023","26-May-2023 17:36:25","2023-05-26 17:36:25","26-May-2023 17:36:36","00:00:11","https://nsearchives.nseindia.com/corporate/ZOMATO_26052023173625_ZoamtotranscriptintimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about Schedule of meet","22-May-2023 18:37:07","2023-05-22 18:37:07","22-May-2023 18:37:12","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_22052023183707_InvestormeetIntimationsigned.pdf"
"ETERNAL","ETERNAL LIMITED","Copy of Newspaper Publication","Zomato Limited has informed the Exchange about extract of newspaper Publication - Financial Results for the quarter and financial year ended March 31, 2023.","21-May-2023 10:15:07","2023-05-21 10:15:07","21-May-2023 10:15:10","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_21052023101507_IntimationPublication.pdf"
"ETERNAL","ETERNAL LIMITED","Analysts/Institutional Investor Meet/Con. Call Updates","Zomato Limited has informed the Exchange about Link of Recording","20-May-2023 17:30:30","2023-05-20 17:30:30","20-May-2023 17:30:35","00:00:05","https://nsearchives.nseindia.com/corporate/ZOMATO_20052023173030_Zomatointimationearni.pdf"
"ETERNAL","ETERNAL LIMITED","Code of Conduct under SEBI(PIT) Reg., 2015","Zomato Limited has informed the Exchange about Code of Conduct under SEBI(PIT) Reg., 2015","19-May-2023 21:07:20","2023-05-19 21:07:20","19-May-2023 21:07:26","00:00:06","https://nsearchives.nseindia.com/corporate/ZOMATO_19052023210720_ZomatoFairDisclosureCodeSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Related Party Transactions","Zomato Limited has filed with the exchange related party transactions for the half year ended March 31, 2023","19-May-2023 20:54:35","2023-05-19 20:54:35","19-May-2023 20:54:39","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_19052023205435_ZomatoRPTIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Updates","Zomato Limited has informed the Exchange regarding the appointment(s) of:a. Rakesh Ranjan as CEO-Food ordering and delivery business;b. Rinshul Chandra as COO-Food ordering and delivery business; andc. Rishi Arora as CEO-Zomato Hyperpure Private Limited, material subsidiary of the Company.","19-May-2023 17:53:27","2023-05-19 17:53:27","19-May-2023 17:53:31","00:00:04","https://nsearchives.nseindia.com/corporate/ZOMATO_19052023175327_ZomatoIntimationSigned.pdf"
"ETERNAL","ETERNAL LIMITED","Statement of deviation(s) or variation(s) under Reg. 32","Zomato Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32","19-May-2023 16:56:36","2023-05-19 16:56:36","19-May-2023 16:56:39","00:00:03","https://nsearchives.nseindia.com/corporate/ZOMATO_19052023165636_ZomatoSDAIntimationSigned.pdf"
