"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Nestle India Limited has informed the exchange regarding ""Business Responsibility and Sustainability Report for the fifteen months financial year ended 31st March 2024'.","15-Jun-2024 23:40:43","2024-06-15 23:40:43","15-Jun-2024 23:40:43","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_15062024234043_BRSR.pdf"
"NESTLEIND","Nestle India Limited","Shareholders meeting","Nestle India Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 08, 2024","15-Jun-2024 23:28:25","2024-06-15 23:28:25","15-Jun-2024 23:28:26","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_15062024232825_BSENSE65AGM15062024signed.pdf"
"NESTLEIND","Nestle India Limited","Change in Management","Nestle India Limited has informed the Exchange about change in Management","14-Jun-2024 19:14:36","2024-06-14 19:14:36","14-Jun-2024 19:14:36","00:00:00","https://nsearchives.nseindia.com/corporate/NESTLEIND_14062024191436_BSENSECHANGEINSMP14062024signed.pdf"
"NESTLEIND","Nestle India Limited","Copy of Newspaper Publication","Nestle India Limited has informed the Exchange about Copy of Newspaper Advertisement for 65th Annual General Meeting through Video Conferencing/ Other Audio - Visual Means (""VC/ OAVM"") facility.","13-Jun-2024 17:18:15","2024-06-13 17:18:15","13-Jun-2024 17:18:16","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_13062024171815_STXIntimationSigned.pdf"
"NESTLEIND","Nestle India Limited","Revised Record date","Nestle India Limited had intimated the 15-Jul-2024 as the record date. The Company has now informed the Exchange that the Record date has been revised to 16-Jul-2024 for the purpose of Dividend.","12-Jun-2024 18:38:38","2024-06-12 18:38:38","12-Jun-2024 18:38:39","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_12062024183838_BSENSEOutcome12062024signedCopy.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding '1. Approved appointment of Mr Sidharth Kumar Birla (DIN: 00004213) as an Additional Director and Independent Non-Executive Director of the Company and recommended to the members of the Company for their approval.2. Approved  continuation of payment of general licence fees (royalty) at the existing rate of 4.5% to Societe des Produits Nestle S.A. ( Licensor ) and recommended to the members of the Company for their approval.3. Revised date of the 65th AGM to Monday, 8th July 2024 through VC/ OAVM.'.","12-Jun-2024 18:35:56","2024-06-12 18:35:56","12-Jun-2024 18:35:57","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_12062024183556_BSENSEOutcome12062024signedCopy.pdf"
"NESTLEIND","Nestle India Limited","Date of payment of dividend","Nestle India Limited has informed the Exchange about Date of payment of dividend","12-Jun-2024 18:34:27","2024-06-12 18:34:27","12-Jun-2024 18:34:28","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_12062024183427_BSENSEOutcome12062024signedCopy.pdf"
"NESTLEIND","Nestle India Limited","Appointment","Nestle India Limited has informed the Exchange regarding Appointment of Mr Sidharth Kumar Birla as Non- Executive Independent Director of the company w.e.f. Jun 12, 2024.","12-Jun-2024 18:33:10","2024-06-12 18:33:10","12-Jun-2024 18:33:11","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_12062024183310_BSENSEOutcome12062024signedCopy.pdf"
"NESTLEIND","Nestle India Limited","Change in Director(s)","Nestle India Limited has informed the Exchange regarding Change in Director(s) of the company.","12-Jun-2024 18:30:07","2024-06-12 18:30:07","12-Jun-2024 18:30:08","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_12062024183007_BSENSEOutcome12062024signedCopy.pdf"
"NESTLEIND","Nestle India Limited","Outcome of Board Meeting","Nestle India Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 12, 2024.","12-Jun-2024 18:26:29","2024-06-12 18:26:29","12-Jun-2024 18:26:30","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_12062024182629_BSENSEOutcome12062024signedCopy.pdf"
"NESTLEIND","Nestle India Limited","Outcome of Board Meeting","Nestle India Limited has informed the Exchange regarding  Board meeting held on Jun 12, 2024.","12-Jun-2024 18:25:56","2024-06-12 18:25:56","12-Jun-2024 18:25:57","00:00:01","https://nsearchives.nseindia.com/corporate/NESTLEIND_12062024182556_BSENSEOutcome12062024signedCopy.pdf"
"NESTLEIND","Nestle India Limited","Shareholders meeting","Nestle India Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.","17-May-2024 20:24:14","2024-05-17 20:24:14","17-May-2024 20:24:19","00:00:05","https://nsearchives.nseindia.com/corporate/NESTLEIND_17052024202414_BSENSEVOTINGRESULTS17052024signed.pdf"
"NESTLEIND","Nestle India Limited","Disclosure under SEBI Takeover Regulations","Nestl�� S.A. and Maggi Enterprises Ltd. has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.","16-May-2024 19:10:14","2024-05-16 19:10:14","16-May-2024 19:10:27","00:00:13","https://nsearchives.nseindia.com/corporate/NESTLEIND_16052024191014_NESTLEIND.pdf"
"NESTLEIND","Nestle India Limited","Retirement","Nestle India Limited has informed the Exchange about Retirement of Mr. Rajya Vardhan Kanoria (DIN: 00003792) as an Independent Non-Executive Director","13-May-2024 09:43:12","2024-05-13 09:43:12","13-May-2024 09:43:17","00:00:05","https://nsearchives.nseindia.com/corporate/NESTLEIND_13052024094312_RETIREMENTOFRVKANORIAsigned.pdf"
"NESTLEIND","Nestle India Limited","Press Release","Nestle India Limited has informed the Exchange regarding a press release dated April 25, 2024, titled ""1. Nestl�� India launches the much-awaited NESPRESSO; and 2. Nestl�� India and Dr. Reddy s to form joint venture to take health science nutraceutical portfolio to consumers across India and other agreed territories. "".","25-Apr-2024 13:36:53","2024-04-25 13:36:53","25-Apr-2024 13:36:59","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024133653_BSENSEPressRelease2signed.pdf"
"NESTLEIND","Nestle India Limited","Press Release","Nestle India Limited has informed the Exchange regarding a press release dated April 25, 2024, titled ""Press Release relating to the results and other business items"".","25-Apr-2024 13:07:43","2024-04-25 13:07:43","25-Apr-2024 13:07:50","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024130743_BSENSEPressRelease.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Outcome of the Board Meeting:I. Regulation 33 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ): Audited Financial Results for the fifteen months financial year ended 31st March 2024;II. Regulation 30 of the Listing Regulations:&#8722; Recommended Final Dividend for the fifteen months financial year ended 31st March 2024;&#8722; Approved execution of a definitive agreement to form a joint venture with Dr. Reddy s Laboratories Limited;&#8722; Convening of 65th Annual General Meeting (AGM) on Friday, 5th July 2024 through Video Conferencing/ Other Audio-Visual Means (VC/ OAVM).III. Launch of Nespresso in India; andIV. Regulation 42 of the Listing Regulations: 65th AGM and Record Date of 15th July 2024 for determining the entitlement of Final Dividend for the fifteen months financial year ended 31st March 2024, if any, and date of payment of the Final Dividend, in case declared by the members, shall be on and from 2nd August 2024.'.","25-Apr-2024 12:52:07","2024-04-25 12:52:07","25-Apr-2024 12:52:14","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024125207_BSENSEFinallettersigned.pdf"
"NESTLEIND","Nestle India Limited","Dividend Updates","Nestle India Limited has informed the Exchange about Dividend Updates","25-Apr-2024 12:40:52","2024-04-25 12:40:52","25-Apr-2024 12:41:07","00:00:15","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024124053_BSENSEFinallettersigned.pdf"
"NESTLEIND","Nestle India Limited","Record Date","Nestle India Limited has informed the Exchange that Record date for the purpose of Dividend  is 15-Jul-2024.","25-Apr-2024 12:36:20","2024-04-25 12:36:20","25-Apr-2024 12:36:26","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024123620_BSENSEFinallettersigned.pdf"
"NESTLEIND","Nestle India Limited","Financial Result Updates","Nestle India Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.","25-Apr-2024 12:31:37","2024-04-25 12:31:37","25-Apr-2024 12:31:44","00:00:07","https://nsearchives.nseindia.com/corporate/BSENSEFinallettersigned_25042024123137.pdf"
"NESTLEIND","Nestle India Limited","Outcome of Board Meeting","Nestle India Limited has informed the Exchange regarding  Board meeting held on April 25, 2024.","25-Apr-2024 12:30:01","2024-04-25 12:30:01","25-Apr-2024 12:30:13","00:00:12","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024123001_BSENSEFinallettersigned.pdf"
"NESTLEIND","Nestle India Limited","Dividend","Nestle India Limited has informed the Exchange that Board of Directors at its meeting held on April 25, 2024, recommended Final Dividend of 8.50 per equity share.","25-Apr-2024 12:28:38","2024-04-25 12:28:38","25-Apr-2024 12:28:46","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024122838_BSENSEFinallettersigned.pdf"
"NESTLEIND","Nestle India Limited","Outcome of Board Meeting","Nestle India Limited has informed the Exchange regarding Outcome of Board Meeting held on April 25, 2024.","25-Apr-2024 12:28:13","2024-04-25 12:28:13","25-Apr-2024 12:28:18","00:00:05","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024122813_BSENSEFinallettersigned.pdf"
"NESTLEIND","Nestle India Limited","Dividend","Nestle India Limited has informed the Exchange that Board of Directors at its meeting held on April 25, 2024, recommended Final Dividend of Rs. 8.50 per equity share.","25-Apr-2024 12:27:50","2024-04-25 12:27:50","25-Apr-2024 12:27:57","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_25042024122750_BSENSEFinallettersigned.pdf"
"NESTLEIND","Nestle India Limited","News Verification","The Exchange has sought clarification from Nestle India Limited with respect to recent news item captioned Nestle baby food concerns: Shares drop 5% as Centre vows investigation into sugar addition in infant food.  The response from the Company is attached.","19-Apr-2024 09:47:23","2024-04-19 09:47:23","19-Apr-2024 09:47:30","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_19042024094723_NewsClarification18042024signed.pdf"
"NESTLEIND","Nestle India Limited","News Verification","The Exchange has sought clarification from Nestle India Limited with respect to recent news item captioned Nestle baby food concerns: Shares drop 5% as Centre vows investigation into sugar addition in infant food.  The response from the Company is awaited.","18-Apr-2024 15:26:36","2024-04-18 15:26:36","18-Apr-2024 15:26:41","00:00:05","-"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Update on one-on-one meet with the institutional investors on 17th April 2024'.","17-Apr-2024 13:21:09","2024-04-17 13:21:09","17-Apr-2024 13:21:23","00:00:14","https://nsearchives.nseindia.com/corporate/NESTLEIND_17042024132109_InvestorMeetOutcome17042024signed.pdf"
"NESTLEIND","Nestle India Limited","Copy of Newspaper Publication","Nestle India Limited has informed the Exchange about Copy of Newspaper notice published in the columns of English Daily Financial Express Delhi and Mumbai edition and Hindi Daily Jansatta Delhi edition on 17th April 2024, both newspapers having electronic edition, regarding completion of dispatch of Postal Ballot Notice electronically.","17-Apr-2024 12:47:19","2024-04-17 12:47:19","17-Apr-2024 12:47:27","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_17042024124720_PostAdvtIntimationPostalBallot17042024signed.pdf"
"NESTLEIND","Nestle India Limited","Shareholders meeting","Nestle India Limited has informed the Exchange regarding Notice of Postal Ballot","16-Apr-2024 20:39:22","2024-04-16 20:39:22","16-Apr-2024 20:39:30","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_16042024203922_PostalBallotNotice16042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 and Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Intimation regarding receipt of an Order-in-Appeal from GST Appeal Department, Haryana in relation to transitional credit for the period 2017-18'.","16-Apr-2024 18:33:56","2024-04-16 18:33:56","16-Apr-2024 18:34:04","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_16042024183356_BSENSEGSTNoticeSTXsigned.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations,2015: Update on one-on-one meet with the institutional investors on 16th April 2024'.","16-Apr-2024 16:52:47","2024-04-16 16:52:47","16-Apr-2024 16:52:55","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_16042024165247_InvestorMeetOutcome16042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations,2015: Update on one-on-one meet with the institutional investors on 15th April 2024'.","15-Apr-2024 18:46:11","2024-04-15 18:46:11","15-Apr-2024 18:46:16","00:00:05","https://nsearchives.nseindia.com/corporate/NESTLEIND_15042024184611_InvestorMeetOutcome15042024signed.pdf"
"NESTLEIND","Nestle India Limited","Copy of Newspaper Publication","Nestle India Limited has informed the Exchange about Copy of Newspaper Advertisement for proposed Postal Ballot Notice","13-Apr-2024 19:20:49","2024-04-13 19:20:49","13-Apr-2024 19:20:56","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_13042024192049_NewspaperPublicationPostalBallotSigned.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Intimation of one-on-one meet with the institutional investors'.","12-Apr-2024 19:53:48","2024-04-12 19:53:48","12-Apr-2024 19:53:56","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_12042024195348_InvestorMeetIntimation12042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Update on one-on-one meet (virtual) with the institutional investors on 12th April 2024'.","12-Apr-2024 16:56:22","2024-04-12 16:56:22","12-Apr-2024 16:56:27","00:00:05","https://nsearchives.nseindia.com/corporate/NESTLEIND_12042024165622_InvestorMeetOutcome12042024signed.pdf"
"NESTLEIND","Nestle India Limited","Dividend Updates","Nestle India Limited has informed the Exchange about Dividend Updates","11-Apr-2024 15:21:39","2024-04-11 15:21:39","11-Apr-2024 15:21:45","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_11042024152139_BSENSEDIVIDENDINTIMATION11042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Update on one-on-one meet with the institutional investors on 10th April 2024'.","10-Apr-2024 19:48:02","2024-04-10 19:48:02","10-Apr-2024 19:48:07","00:00:05","https://nsearchives.nseindia.com/corporate/NESTLEIND_10042024194802_InvestorMeetOutcome10042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Intimation of one-on-one meet (virtual) with the institutional investors on 12th April 2024'.","10-Apr-2024 18:51:09","2024-04-10 18:51:09","10-Apr-2024 18:51:23","00:00:14","https://nsearchives.nseindia.com/corporate/NESTLEIND_10042024185109_InvestorMeetIntimation10042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Update on one-on-one meet with the institutional investors on 9th April 2024'.","09-Apr-2024 20:03:16","2024-04-09 20:03:16","09-Apr-2024 20:03:22","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_09042024200316_InvestorMeetOutcome09042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Intimation of one-on-one meet with the institutional investors on 10th April 2024'.","09-Apr-2024 16:51:19","2024-04-09 16:51:19","09-Apr-2024 16:51:26","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_09042024165119_InvestorMeetIntimationMeeton09042024signed.pdf"
"NESTLEIND","Nestle India Limited","Certificate under SEBI (Depositories and Participants) Regulations, 2018","Nestle India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","08-Apr-2024 19:33:39","2024-04-08 19:33:39","08-Apr-2024 19:33:50","00:00:11","https://nsearchives.nseindia.com/corporate/NESTLEIND_08042024193339_NILCertificateunder745Signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015:  Presentation to be made to the institutional investors during one-on-one meet - Reference our letter PKR:SG 29:24 dated 8th April 2024 '.","08-Apr-2024 19:24:28","2024-04-08 19:24:28","08-Apr-2024 19:24:35","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_08042024192428_InvestorMeetCovering08042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ): Intimation of one-on-one meet with the institutional investors'.","08-Apr-2024 15:42:14","2024-04-08 15:42:14","08-Apr-2024 15:42:21","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_08042024154214_InvestorMeetIntimation08042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Outcome of the Board Meeting'.","05-Apr-2024 18:47:02","2024-04-05 18:47:02","05-Apr-2024 18:47:13","00:00:11","https://nsearchives.nseindia.com/corporate/NESTLEIND_05042024184702_BSENSEOutcome05042024ROYALTYsigned.pdf"
"NESTLEIND","Nestle India Limited","Change in Director(s)","Nestle India Limited has informed the Exchange regarding Change in Director(s) of the company.","05-Apr-2024 18:40:56","2024-04-05 18:40:56","05-Apr-2024 18:41:09","00:00:13","https://nsearchives.nseindia.com/corporate/NESTLEIND_05042024184056_BSENSEOutcome05042024ROYALTYsigned.pdf"
"NESTLEIND","Nestle India Limited","Appointment","Nestle India Limited has informed the Exchange regarding Appointment of Ms Suneeta Reddy as Non- Executive Independent Director of the company w.e.f. April 05, 2024.","05-Apr-2024 18:37:50","2024-04-05 18:37:50","05-Apr-2024 18:37:55","00:00:05","https://nsearchives.nseindia.com/corporate/NESTLEIND_05042024183751_BSENSEOutcome05042024ROYALTYsigned.pdf"
"NESTLEIND","Nestle India Limited","Outcome of Board Meeting","Nestle India Limited has informed the Exchange regarding Outcome of Board Meeting held on April 05, 2024.","05-Apr-2024 18:33:26","2024-04-05 18:33:26","05-Apr-2024 18:33:33","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_05042024183326_BSENSEOutcome05042024ROYALTYsigned.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Regarding development in one of the ongoing litigations'.","04-Apr-2024 16:04:45","2024-04-04 16:04:45","04-Apr-2024 16:04:50","00:00:05","https://nsearchives.nseindia.com/corporate/NESTLEIND_04042024160445_STXIntimationNCDRCmatter04042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 and Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Intimation regarding receipt of an Order from GST Appeal Department, Rajasthan in relation to the transitional credit for the tax period 2018-19'.","03-Apr-2024 20:57:28","2024-04-03 20:57:28","03-Apr-2024 20:57:35","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_03042024205729_GSTBSENSE03042024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 and Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ): Intimation regarding receipt of an Order from GST Department, Karnataka for the tax period 2018-19'.","01-Apr-2024 17:18:16","2024-04-01 17:18:16","01-Apr-2024 17:18:29","00:00:13","https://nsearchives.nseindia.com/corporate/NESTLEIND_01042024171816_Regulation30SEBIIntimation01042024signed.pdf"
"NESTLEIND","Nestle India Limited","Retirement","Nestle India Limited has informed the Exchange about Retirement of Dr Swati Ajay Piramal (DIN: 00067125) as an Independent Non-Executive Director of the Company w.e.f. 31st March 2024","28-Mar-2024 19:07:05","2024-03-28 19:07:05","28-Mar-2024 19:07:20","00:00:15","https://nsearchives.nseindia.com/corporate/NESTLEIND_28032024190705_STXIntimationSwatiRetirementSigned.pdf"
"NESTLEIND","Nestle India Limited","Loss of Share Certificates","Nestle India Limited has informed the Exchange about Loss of Share Certificates","28-Mar-2024 12:56:20","2024-03-28 12:56:20","28-Mar-2024 12:56:28","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_28032024125620_STXuploadSigned.pdf"
"NESTLEIND","Nestle India Limited","Trading Window","Nestle India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Mar-2024 20:31:49","2024-03-26 20:31:49","26-Mar-2024 20:31:55","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_26032024203149_IntimationClosureofTradingWindow_1_26032024signed.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Cancellation of one-on-one institutional investor meet","13-Mar-2024 23:30:00","2024-03-13 23:30:00","13-Mar-2024 23:30:07","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_13032024233000_BSENSECANCELLATION13032024SIGNED.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Update on one-on-one institutional investor meet","13-Mar-2024 18:47:10","2024-03-13 18:47:10","13-Mar-2024 18:47:16","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_13032024184710_BSENSEOUTCOME13032024signed.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Update on one-on-one institutional investor meet","11-Mar-2024 18:10:08","2024-03-11 18:10:08","11-Mar-2024 18:10:17","00:00:09","https://nsearchives.nseindia.com/corporate/NESTLEIND_11032024181008_InvestorMeetIntimation11032024signed.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'letter reference no. PKR:SG 17:24 intimating schedule of institutional investor meet submitted with the stock exchanges on 5th March 2024, due to an inadvertent typographical error, the date mentioned on the letter was 5th April 2024 instead of 5th March 2024.The date mentioned be read as 5th March 2024 with no other change in the aforesaid letter'.","06-Mar-2024 18:05:56","2024-03-06 18:05:56","06-Mar-2024 18:06:04","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_06032024180556_BSENSELETTER06032024signed.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Schedule of meet","05-Mar-2024 19:22:41","2024-03-05 19:22:41","05-Mar-2024 19:22:47","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_05032024192241_BSENSE05032024meet.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Schedule of meet","05-Mar-2024 19:22:41","2024-03-05 19:22:41","05-Mar-2024 19:22:55","00:00:14","https://nsearchives.nseindia.com/corporate/NESTLEIND_05032024192241_BSENSE05032024meet.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Schedule of meet","05-Mar-2024 19:22:41","2024-03-05 19:22:41","05-Mar-2024 19:23:02","00:00:21","https://nsearchives.nseindia.com/corporate/NESTLEIND_05032024192242_BSENSE05032024meet.pdf"
"NESTLEIND","Nestle India Limited","Updates","Nestle India Limited has informed the Exchange regarding 'Regulation 30 and Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 '.","04-Mar-2024 21:47:02","2024-03-04 21:47:02","04-Mar-2024 21:47:09","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_04032024214702_BSENSE04032024signed.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Update on one-on-one institutional investor meet","20-Feb-2024 17:08:59","2024-02-20 17:08:59","20-Feb-2024 17:09:03","00:00:04","https://nsearchives.nseindia.com/corporate/NESTLEIND_20022024170859_BSENSEMEETOUTCOME20022024SIGNED.pdf"
"NESTLEIND","Nestle India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Nestle India Limited has informed the Exchange about Schedule of meet","19-Feb-2024 13:07:48","2024-02-19 13:07:48","19-Feb-2024 13:07:52","00:00:04","https://nsearchives.nseindia.com/corporate/NESTLEIND_19022024130748_BSENSEMEETINTIMATION19022024signed.pdf"
"NESTLEIND","Nestle India Limited","Record Date","Nestle India Limited has informed the Exchange that Record date for the purpose of Dividend  is 15-Feb-2024.","07-Feb-2024 13:12:01","2024-02-07 13:12:01","07-Feb-2024 13:12:08","00:00:07","https://nsearchives.nseindia.com/corporate/NESTLEIND_07022024131201_BSENSECOVERINGsigned.pdf"
"NESTLEIND","Nestle India Limited","Restructuring","Nestle India Limited has informed the Exchange regarding the sale of Nestl�� Business Services ( NBS ) Division to a related party","07-Feb-2024 12:46:39","2024-02-07 12:46:39","07-Feb-2024 12:46:47","00:00:08","https://nsearchives.nseindia.com/corporate/NESTLEIND_07022024124639_BSENSECOVERINGsigned.pdf"
"NESTLEIND","Nestle India Limited","Press Release","Nestle India Limited has informed the Exchange regarding a press release dated February 07, 2024, titled ""Strong momentum in a challenging environment"".","07-Feb-2024 12:44:51","2024-02-07 12:44:51","07-Feb-2024 12:44:55","00:00:04","https://nsearchives.nseindia.com/corporate/NESTLEIND_07022024124451_BSENSECOVERINGsigned.pdf"
"NESTLEIND","Nestle India Limited","Outcome of Board Meeting","Nestle India Limited has informed the Exchange regarding Outcome of Board Meeting held on February 07, 2024 regarding sale of Nestl�� Business Services ( NBS ) Division to a related party","07-Feb-2024 12:43:43","2024-02-07 12:43:43","07-Feb-2024 12:43:49","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_07022024124343_BSENSECOVERINGsigned.pdf"
"NESTLEIND","Nestle India Limited","Dividend","Nestle India Limited has informed the Exchange that Board of Directors at its meeting held on February 07, 2024, declared Interim Dividend of 7 per equity share.","07-Feb-2024 12:38:48","2024-02-07 12:38:48","07-Feb-2024 12:38:54","00:00:06","https://nsearchives.nseindia.com/corporate/NESTLEIND_07022024123848_BSENSECOVERINGsigned.pdf"
"NESTLEIND","Nestle India Limited","Financial Result Updates","Nestle India Limited has submitted to the Exchange, the financial results for the period ended December 31, 2023.","07-Feb-2024 12:37:00","2024-02-07 12:37:00","07-Feb-2024 12:37:06","00:00:06","https://nsearchives.nseindia.com/corporate/BSENSECOVERINGsigned_07022024123700.pdf"
